coffee name,coffee rating,roaster name,roaster country/state,roaster city,coffee origin country,coffee origin city,roast level,whole bean (agtron),after grinding (agtron),price,pricing unit (g),review date,aroma,acidity,body,flavor,aftertaste,blind ass (paragraph),species (paragraph)
Panama Esmeralda Especial,94,PT's Coffee Roasting Co.,Kansas,['Topeka'],['western Panama'],['Boquete growing region'],Light,57.0,86.0,,,September 2008,9.0,8.0,8.0,9.0,8.0,"Sweet-toned, crisply balanced aroma: milk chocolate, cherryish fruit, a hint of freshly tanned leather. In the cup silky mouthfeel, bright acidity, distinct cocoa, orange and berry notes, dry yet lush. The flavor notes carry with depth, elegance and great persistence from short finish through long.","Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee. With its bold, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues one of the world's most unique coffees. Tactfully roasted at PT's Coffee, where the motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information."
La Esmeralda Panama,95,Terroir Coffee,Massachusetts,['Acton'],['western Panama'],['Boquete growing region'],Medium-Light,54.0,71.0,,,September 2008,8.0,8.0,8.0,9.0,9.0,"Richly and sweetly bright aroma with aromatic wood, peach-toned fruit and cocoa notes.  In the cup quietly acidy, elegantly crisply sweet, deeply floral, with distinct peach-toned fruit and hints of cocoaish chocolate that carry into a long, flavor-glistening finish.","This coffee is Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee. With its bold, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues one of the world's most unique coffees. Terroir is a microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information."
Panama Esmeralda Lot 9,94,Klatch Coffee,California,['San Dimas'],['western Panama'],['Boquete growing region'],Medium-Light,54.0,79.0,,,September 2008,8.0,8.0,8.0,9.0,8.0,"Sweetly bright aroma, with tight-knit complexity: flowers, cocoa, honey, aromatic wood. In the cup lightly syrupy in mouthfeel, sweetly and lushly acidy but superbly balanced, with deep-toned night floral notes, orangy citrus and continued hints of cocoa and aromatic wood. Rich, flavor-saturated finish with a very slight astringency essentially lost in flowers.","This coffee is Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee. With its bold, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues one of the world's most unique coffees. Coffee Klatch is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Coffee Klatch espresso blend. Visit www.klatchroasting.com or call 877-455-2824 for more information."
Ethiopia Awassa Special,94,Paradise Roasters,Minnesota,['Ramsey'],['Southern Ethiopia.'],[],Light,57.0,85.0,,,August 2008,9.0,8.0,8.0,9.0,8.0,"Sweet, fruit-floral aroma, with a distinct blueberry note and a hint of black currant. In the cup, bright fruit-toned acidity, with juicy, medium to full body. Intense sweet blueberry continues in the cup, with light hints of citrus and night flowers. Dry berry tones linger in the finish.","Most southern Ethiopia coffee is prepared by removing the fruit before the beans or seeds have been dried, producing a cleanly high-toned, often intensely floral- and citrus-toned cup. This Ethiopia is apparently a ""natural"" or dry-processed version, however, meaning the beans/seeds were dried inside the fruit, producing a flavor profile that is lower-toned with a deep, wine-and berry-like fruit. Like virtually all Ethiopia coffees, this striking and unusual coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
Kenya Peaberry Nyeri-Tatu,94,JBC Coffee Roasters,Wisconsin,['Madison'],['South-central Kenya.'],[],Medium,48.0,63.0,,,August 2008,8.0,8.0,7.0,9.0,9.0,"Rich aroma with nut and blackberry notes that deepen and resonate in the cup, adding hints of lemon, red wine, flowers, cocoa. Poised and balanced acidity, roundly rich finish, shimmers of flowers.","Despite national coffee leadership marked by confusion and recent social disorder, Kenya cooperatives continue to produce some of the world's most elegant and distinctive coffees. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.."
El Salvador Pacamara Tierra Fertil Los Alpes Reserva,94,JBC Coffee Roasters,Wisconsin,['Madison'],['Northeastern El Salvador.'],[],Light,75.0,97.0,,,July 2008,8.0,8.0,8.0,9.0,8.0,"A very light roast preserves the distinctive and complex aromatics. Crisp but sweet-toned aroma: toast, orange citrus and hints of dry berry and flowers. In the cup the acidity is balanced and rich, the mouthfeel lightly syrupy and the flavor pungently malty with continuing toast, orange, dry berry and floral notes. Long, rich finish.","Farmer Luis Alonso Araujo produced this coffee from trees of the much-admired, bold-beaned Pacamara variety on the Tierra Fertil section of his farm Los Alpes. The Pacamara variety, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon, has proven to produce exceptional coffee on many El Salvador farms. JBC Coffee Roasters (formerly Johnson Brothers Coffee) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."
Ruvuma Tanzanian Peaberry,95,The Roasterie,Missouri,['Kansas City'],['southwestern Tanzania.'],['Ruvuma growing region'],Medium,44.0,63.0,,,July 2008,9.0,8.0,8.0,8.0,9.0,"Very sweet-toned and bright aroma: lemon, orange, flowers, cherry, a hint of honey. The acidity, rich and enveloped in sweetness, lifts the cup and carries into the long finish. Continued lemon, cherry and floral-toned honey notes.","This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. This Tanzania peaberry is produced by small-holding growers in the Ruvuma growing region, near Lake Nyasa in southwestern Tanzania. One in a series of small-lot Roasterie Reserve coffees. The Roasterie is a leading, quality-oriented specialty roaster that specializes in building ongoing relationships with growers and that emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more information."
Ethiopia Sidamo Natural Korate,94,Atomic Cafe Coffee Roasters,Massachusetts,['Beverly'],['southern Ethiopia.'],['Sidamo growing region'],Medium-Light,52.0,73.0,,,June 2008,10.0,8.0,8.0,9.0,9.0,"Intensely floral and cherry-toned aroma with rounding hints of chocolate and pipe tobacco. In the cup balanced acidity, lightly syrupy mouthfeel, and almost sugary berry-toned sweetness, balanced by a crisp, slightly vegetal dry edge, think cacao or (if you know it) tamarind. Long, opulently rich finish.","Unlike the majority of Ethiopia coffees imported to North America, which are processed by the more orthodox wet or washed method, this is a dry-processed or ""natural"" coffee, meaning the beans are dried inside the fruit rather than after the fruit is removed, as is the case with wet-processed coffees. When all goes well and the fruit dries cleanly, without adding fermented or musty notes, this ancient procedure can add lush, berry-toned sweetness to the beans, as it does here. Atomic Cafe is a coffee house on the North Shore of Massachusetts that began its refined in-house roasting program in 2005. Visit www.atomicafe.com or call 978-922-0042 for more information."
Kenya AA Nyeri Tatu,94,JBC Coffee Roasters,Wisconsin,['Madison'],['South-central Kenya.'],[],Medium-Dark,42.0,46.0,,,June 2008,9.0,8.0,7.0,8.0,9.0,"Buttery aroma: nut, flowers, dry berry. Rich acidity, medium body. The elegantly pungent berry note cuppers call black currant dominates in the cup, but supported by a profound underlying sweetness that gives the berry a dark chocolate depth. Flowers revive in the fine, rich, flavor-saturated finish.","Despite national coffee leadership marred by confusion and infrastructure threatened by recent social disorder, Kenya cooperatives continue to produce some of the world's most elegant and distinctive coffees. JBC Coffee Roasters (formerly Johnson Brothers Coffee) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."
Kenya Peaberry Ruera Estate,96,Atomic Cafe Coffee Roasters,Massachusetts,['Beverly'],['South-central Kenya.'],[],Medium-Dark,46.0,54.0,,,May 2008,9.0,9.0,8.0,9.0,9.0,"Symphonically rich coffee of extraordinary elegance. Crisp dry berry notes of the kind often characterized as black currant, orange, nut, dusk flowers run through the profile from aroma to cup. Powerful acidity enveloped in sweetness, lightly syrupy mouthfeel. The black currant notes in particular carry into a long, pure, sweet-toned finish.","Despite national coffee leadership marred by confusion and recent social disorder, Kenya cooperatives continue to produce some of the world's most elegant and distinctive coffees. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Atomic Cafe is a coffee house on the North Shore of Massachusetts that began its refined in-house roasting program in 2005. Visit www.atomicafe.com or call 978-922-0042 for more information."
